scenario,level,file_path,original_syntax_valid,original_error,fixed_syntax_valid,fixed_error,solvable,solve_time,plan_length,fixes_applied,processing_time
scenario_0038,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0038/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.2159347534179688e-05,0,30,0.0019724369049072266
scenario_0038,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0038/technical.pddl,False,Missing (:domain ...) declaration,False,,True,1.3113021850585938e-05,5,0,0.0018105506896972656
scenario_0039,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0039/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.0967254638671875e-05,0,7,0.00485992431640625
scenario_0039,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0039/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.0013580322265625e-05,0,19,0.0015604496002197266
scenario_0039,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0039/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.2636184692382812e-05,4,88,0.0017337799072265625
scenario_0040,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0040/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.5367431640625e-06,0,6,0.0016438961029052734
scenario_0040,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0040/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.059906005859375e-06,0,32,0.0015974044799804688
scenario_0040,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0040/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.0013580322265625e-05,0,53,0.008768796920776367
scenario_0041,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0041/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.0013580322265625e-05,0,9,0.0015048980712890625
scenario_0041,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0041/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.298324584960938e-06,0,33,0.0016665458679199219
scenario_0041,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0041/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.775161743164062e-06,0,27,0.0020661354064941406
scenario_0042,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0042/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.0013580322265625e-05,0,6,0.0015397071838378906
scenario_0042,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0042/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.775161743164062e-06,0,33,0.0016579627990722656
scenario_0042,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0042/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1682510375976562e-05,6,57,0.001529693603515625
scenario_0043,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0043/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.059906005859375e-06,0,9,0.0015418529510498047
scenario_0043,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0043/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.775161743164062e-06,0,23,0.0016279220581054688
scenario_0043,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0043/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.3828277587890625e-05,8,21,0.0017037391662597656
scenario_0044,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0044/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.0013580322265625e-05,0,9,0.0015575885772705078
scenario_0044,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0044/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.239776611328125e-05,4,59,0.001683950424194336
scenario_0044,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0044/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.0013580322265625e-05,0,68,0.0017039775848388672
scenario_0045,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0045/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,8.821487426757812e-06,0,9,0.0014786720275878906
scenario_0045,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0045/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.2636184692382812e-05,3,24,0.004027843475341797
scenario_0045,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0045/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1920928955078125e-05,5,50,0.0014541149139404297
scenario_0046,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0046/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,8.58306884765625e-06,0,9,0.0014905929565429688
scenario_0046,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0046/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.775161743164062e-06,0,50,0.0015323162078857422
scenario_0046,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0046/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.5367431640625e-06,0,67,0.0015366077423095703
scenario_0047,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0047/strategic.pddl,True,,False,,True,1.5020370483398438e-05,4,0,0.002722024917602539
scenario_0047,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0047/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.1920928955078125e-05,0,43,0.002856016159057617
scenario_0047,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0047/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.2874603271484375e-05,4,129,0.0018417835235595703
scenario_0048,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0048/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1920928955078125e-05,6,8,0.001527547836303711
scenario_0048,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0048/tactical.pddl,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xb1 in position 675: invalid start byte,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xb1 in position 675: invalid start byte,False,0.0,0,0,0.0030608177185058594
scenario_0048,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0048/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.430511474609375e-05,7,45,0.0016891956329345703
scenario_0049,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0049/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.2159347534179688e-05,0,6,0.002307415008544922
scenario_0049,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0049/tactical.pddl,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc7 in position 3929: invalid continuation byte,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc7 in position 3929: invalid continuation byte,False,0.0,0,0,0.0015857219696044922
scenario_0049,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0049/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.1682510375976562e-05,0,70,0.0018248558044433594
scenario_0050,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0050/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.239776611328125e-05,3,5,0.001573324203491211
scenario_0050,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0050/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.5367431640625e-06,0,26,0.0015842914581298828
scenario_0050,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0050/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1920928955078125e-05,7,28,0.001680135726928711
scenario_0051,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0051/strategic.pddl,True,,False,,False,1.0013580322265625e-05,0,0,0.0014696121215820312
scenario_0051,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0051/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.059906005859375e-06,0,28,0.0014805793762207031
scenario_0051,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0051/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1682510375976562e-05,6,51,0.0016164779663085938
scenario_0052,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0052/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.059906005859375e-06,0,9,0.0015032291412353516
scenario_0052,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0052/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.2636184692382812e-05,6,38,0.007472515106201172
scenario_0052,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0052/technical.pddl,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc6 in position 1696: invalid continuation byte,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc6 in position 1696: invalid continuation byte,False,0.0,0,0,0.0014462471008300781
scenario_0053,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0053/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,8.106231689453125e-06,0,9,0.001377105712890625
scenario_0053,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0053/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1205673217773438e-05,3,22,0.0014481544494628906
scenario_0053,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0053/technical.pddl,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xb8 in position 1087: invalid start byte,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xb8 in position 1087: invalid start byte,False,0.0,0,0,0.0035898685455322266
scenario_0054,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0054/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.1444091796875e-05,0,9,0.0021305084228515625
scenario_0054,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0054/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.0013580322265625e-05,0,34,0.0018343925476074219
scenario_0054,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0054/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.0013580322265625e-05,0,57,0.0016140937805175781
scenario_0055,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0055/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.2874603271484375e-05,7,8,0.0027234554290771484
scenario_0055,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0055/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1682510375976562e-05,6,53,0.001447439193725586
scenario_0055,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0055/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.298324584960938e-06,0,50,0.0015475749969482422
scenario_0056,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0056/strategic.pddl,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc7 in position 671: invalid continuation byte,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc7 in position 671: invalid continuation byte,False,0.0,0,0,0.0016012191772460938
scenario_0056,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0056/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1444091796875e-05,8,49,0.0015218257904052734
scenario_0056,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0056/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,8.58306884765625e-06,0,77,0.0014035701751708984
scenario_0057,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0057/strategic.pddl,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc7 in position 719: invalid continuation byte,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc7 in position 719: invalid continuation byte,False,0.0,0,0,0.0015354156494140625
scenario_0057,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0057/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,2.0503997802734375e-05,5,57,0.0014462471008300781
scenario_0057,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0057/technical.pddl,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc7 in position 4958: invalid continuation byte,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc7 in position 4958: invalid continuation byte,False,0.0,0,0,0.0017447471618652344
scenario_0058,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0058/strategic.pddl,True,,False,,True,1.1205673217773438e-05,8,0,0.002743244171142578
scenario_0058,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0058/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,8.821487426757812e-06,0,28,0.002225160598754883
scenario_0058,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0058/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1444091796875e-05,5,40,0.0015718936920166016
scenario_0059,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0059/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,8.344650268554688e-06,0,9,0.0013289451599121094
scenario_0059,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0059/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,8.58306884765625e-06,0,42,0.0036356449127197266
scenario_0059,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0059/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.298324584960938e-06,0,67,0.0012335777282714844
scenario_0060,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0060/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.298324584960938e-06,0,10,0.0012695789337158203
scenario_0060,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0060/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,8.821487426757812e-06,0,39,0.0012946128845214844
scenario_0060,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0060/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,8.344650268554688e-06,0,62,0.0012319087982177734
scenario_0061,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0061/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,8.344650268554688e-06,0,6,0.0011906623840332031
scenario_0061,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0061/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.33514404296875e-05,8,28,0.005159854888916016
scenario_0061,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0061/technical.pddl,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc7 in position 6218: invalid continuation byte,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc7 in position 6218: invalid continuation byte,False,0.0,0,0,0.0012621879577636719
scenario_0062,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0062/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.0013580322265625e-05,0,7,0.0016181468963623047
scenario_0062,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0062/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1682510375976562e-05,6,39,0.0013420581817626953
scenario_0062,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0062/technical.pddl,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc6 in position 1994: invalid continuation byte,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc6 in position 1994: invalid continuation byte,False,0.0,0,0,0.0014891624450683594
scenario_0063,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0063/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.5367431640625e-06,0,8,0.001234292984008789
scenario_0063,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0063/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.5367431640625e-06,0,43,0.001336812973022461
scenario_0063,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0063/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1444091796875e-05,8,44,0.0012485980987548828
scenario_0064,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0064/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,8.106231689453125e-06,0,6,0.0012240409851074219
scenario_0064,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0064/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.0251998901367188e-05,8,31,0.001218557357788086
scenario_0064,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0064/technical.pddl,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc7 in position 4949: invalid continuation byte,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc7 in position 4949: invalid continuation byte,False,0.0,0,0,0.0011861324310302734
scenario_0065,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0065/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,8.344650268554688e-06,0,6,0.0012030601501464844
scenario_0065,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0065/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.0728836059570312e-05,0,34,0.009790420532226562
scenario_0065,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0065/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.059906005859375e-06,0,57,0.0012848377227783203
scenario_0066,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0066/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,8.821487426757812e-06,0,6,0.0012257099151611328
scenario_0066,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0066/tactical.pddl,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc7 in position 2035: invalid continuation byte,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xc7 in position 2035: invalid continuation byte,False,0.0,0,0,0.0035059452056884766
scenario_0066,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0066/technical.pddl,False,Missing (:domain ...) declaration,False,,False,1.0013580322265625e-05,0,0,0.0021250247955322266
scenario_0067,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0067/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.775161743164062e-06,0,9,0.0013725757598876953
scenario_0067,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0067/tactical.pddl,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xb9 in position 472: invalid start byte,False,UTF-8 decode error: 'utf-8' codec can't decode byte 0xb9 in position 472: invalid start byte,False,0.0,0,0,0.0012257099151611328
scenario_0067,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0067/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.3113021850585938e-05,4,52,0.0015735626220703125
scenario_0068,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0068/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.0013580322265625e-05,0,9,0.001981973648071289
scenario_0068,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0068/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.430511474609375e-05,5,43,0.006329536437988281
scenario_0068,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0068/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.239776611328125e-05,7,31,0.001600503921508789
scenario_0069,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0069/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,7.62939453125e-06,0,9,0.0011937618255615234
scenario_0069,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0069/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.1920928955078125e-05,0,29,0.0038084983825683594
scenario_0069,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0069/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.1444091796875e-05,8,81,0.0012671947479248047
scenario_0070,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0070/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.049041748046875e-05,0,7,0.0013222694396972656
scenario_0070,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0070/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,9.298324584960938e-06,0,44,0.0016329288482666016
scenario_0070,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0070/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.0251998901367188e-05,0,79,0.0012731552124023438
scenario_0071,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0071/strategic.pddl,True,,False,,False,9.059906005859375e-06,0,0,0.0012440681457519531
scenario_0071,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0071/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.5497207641601562e-05,0,36,0.008718729019165039
scenario_0071,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0071/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.1920928955078125e-05,0,49,0.0012941360473632812
scenario_0072,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0072/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.8358230590820312e-05,0,9,0.005466938018798828
scenario_0072,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0072/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.3589859008789062e-05,0,33,0.001444101333618164
scenario_0072,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0072/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.4543533325195312e-05,5,43,0.0014472007751464844
scenario_0073,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0073/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.1444091796875e-05,0,7,0.0014772415161132812
scenario_0073,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0073/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.33514404296875e-05,0,35,0.0025963783264160156
scenario_0073,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0073/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,2.09808349609375e-05,7,63,0.0021758079528808594
scenario_0074,strategic,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0074/strategic.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.1205673217773438e-05,0,7,0.0013010501861572266
scenario_0074,tactical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0074/tactical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,False,1.4781951904296875e-05,0,12,0.0015287399291992188
scenario_0074,technical,/mnt/d/qy/作战规划/论文/多层次行动指南/pddl/datasets/pddl/problems/scenario_0074/technical.pddl,False,Contains bracket syntax [predicate] instead of (predicate),True,,True,1.430511474609375e-05,7,35,0.0012941360473632812
